timesteps,ep_rew_mean,ep_len_mean
3766,-749737.802778,901
3767,-749737.802778,901
3768,-749737.802778,901
3769,-749737.802778,901
3770,-749737.802778,901
3771,-749737.802778,901
3772,-749737.802778,901
3773,-749737.802778,901
3774,-749737.802778,901
3775,-749737.802778,901
3776,-749737.802778,901
3777,-749737.802778,901
3778,-749737.802778,901
3779,-749737.802778,901
3780,-749737.802778,901
3781,-749737.802778,901
3782,-749737.802778,901
3783,-749737.802778,901
3784,-749737.802778,901
3785,-749737.802778,901
3786,-749737.802778,901
3787,-749737.802778,901
3788,-749737.802778,901
3789,-749737.802778,901
3790,-749737.802778,901
3791,-749737.802778,901
3792,-749737.802778,901
3793,-749737.802778,901
3794,-749737.802778,901
3795,-749737.802778,901
3796,-749737.802778,901
3797,-749737.802778,901
3798,-749737.802778,901
3799,-749737.802778,901
3800,-749737.802778,901
3801,-749737.802778,901
3802,-749737.802778,901
3803,-749737.802778,901
3804,-749737.802778,901
3805,-749737.802778,901
3806,-749737.802778,901
3807,-749737.802778,901
3808,-749737.802778,901
3809,-749737.802778,901
3810,-749737.802778,901
3811,-749737.802778,901
3812,-749737.802778,901
3813,-749737.802778,901
3814,-749737.802778,901
3815,-749737.802778,901
3816,-749737.802778,901
3817,-749737.802778,901
3818,-749737.802778,901
3819,-749737.802778,901
3820,-749737.802778,901
3821,-749737.802778,901
3822,-749737.802778,901
3823,-749737.802778,901
3824,-749737.802778,901
3825,-749737.802778,901
3826,-749737.802778,901
3827,-749737.802778,901
3828,-749737.802778,901
3829,-749737.802778,901
3830,-749737.802778,901
3831,-749737.802778,901
3832,-749737.802778,901
3833,-749737.802778,901
3834,-749737.802778,901
3835,-749737.802778,901
3836,-749737.802778,901
3837,-749737.802778,901
3838,-749737.802778,901
3839,-749737.802778,901
3840,-749737.802778,901
3841,-749737.802778,901
3842,-749737.802778,901
3843,-749737.802778,901
3844,-749737.802778,901
3845,-749737.802778,901
3846,-749737.802778,901
3847,-749737.802778,901
3848,-749737.802778,901
3849,-749737.802778,901
3850,-749737.802778,901
3851,-749737.802778,901
3852,-749737.802778,901
3853,-749737.802778,901
3854,-749737.802778,901
3855,-749737.802778,901
3856,-749737.802778,901
3857,-749737.802778,901
3858,-749737.802778,901
3859,-749737.802778,901
3860,-749737.802778,901
3861,-749737.802778,901
3862,-749737.802778,901
3863,-749737.802778,901
3864,-749737.802778,901
3865,-749737.802778,901
3866,-749737.802778,901
3867,-749737.802778,901
3868,-749737.802778,901
3869,-749737.802778,901
3870,-749737.802778,901
3871,-749737.802778,901
3872,-749737.802778,901
3873,-749737.802778,901
3874,-749737.802778,901
3875,-749737.802778,901
3876,-749737.802778,901
3877,-749737.802778,901
3878,-749737.802778,901
3879,-749737.802778,901
3880,-749737.802778,901
3881,-749737.802778,901
3882,-749737.802778,901
3883,-749737.802778,901
3884,-749737.802778,901
3885,-749737.802778,901
3886,-749737.802778,901
3887,-749737.802778,901
3888,-749737.802778,901
3889,-749737.802778,901
3890,-749737.802778,901
3891,-749737.802778,901
3892,-749737.802778,901
3893,-749737.802778,901
3894,-749737.802778,901
3895,-749737.802778,901
3896,-749737.802778,901
3897,-749737.802778,901
3898,-749737.802778,901
3899,-749737.802778,901
3900,-749737.802778,901
3901,-749737.802778,901
3902,-749737.802778,901
3903,-749737.802778,901
3904,-749737.802778,901
3905,-749737.802778,901
3906,-749737.802778,901
3907,-749737.802778,901
3908,-749737.802778,901
3909,-749737.802778,901
3910,-749737.802778,901
3911,-749737.802778,901
3912,-749737.802778,901
3913,-749737.802778,901
3914,-749737.802778,901
3915,-749737.802778,901
3916,-749737.802778,901
3917,-749737.802778,901
3918,-749737.802778,901
3919,-749737.802778,901
3920,-749737.802778,901
3921,-749737.802778,901
3922,-749737.802778,901
3923,-749737.802778,901
3924,-749737.802778,901
3925,-749737.802778,901
3926,-749737.802778,901
3927,-749737.802778,901
3928,-749737.802778,901
3929,-749737.802778,901
3930,-749737.802778,901
3931,-749737.802778,901
3932,-749737.802778,901
3933,-749737.802778,901
3934,-749737.802778,901
3935,-749737.802778,901
3936,-749737.802778,901
3937,-749737.802778,901
3938,-749737.802778,901
3939,-749737.802778,901
3940,-749737.802778,901
3941,-749737.802778,901
3942,-749737.802778,901
3943,-749737.802778,901
3944,-749737.802778,901
3945,-749737.802778,901
3946,-749737.802778,901
3947,-749737.802778,901
3948,-749737.802778,901
3949,-749737.802778,901
3950,-749737.802778,901
3951,-749737.802778,901
3952,-749737.802778,901
3953,-749737.802778,901
3954,-749737.802778,901
3955,-749737.802778,901
3956,-749737.802778,901
3957,-749737.802778,901
3958,-749737.802778,901
3959,-749737.802778,901
3960,-749737.802778,901
3961,-749737.802778,901
3962,-749737.802778,901
3963,-749737.802778,901
3964,-749737.802778,901
3965,-749737.802778,901
3966,-749737.802778,901
3967,-749737.802778,901
3968,-749737.802778,901
3969,-749737.802778,901
3970,-749737.802778,901
3971,-749737.802778,901
3972,-749737.802778,901
3973,-749737.802778,901
3974,-749737.802778,901
3975,-749737.802778,901
3976,-749737.802778,901
3977,-749737.802778,901
3978,-749737.802778,901
3979,-749737.802778,901
3980,-749737.802778,901
3981,-749737.802778,901
3982,-749737.802778,901
3983,-749737.802778,901
3984,-749737.802778,901
3985,-749737.802778,901
3986,-749737.802778,901
3987,-749737.802778,901
3988,-749737.802778,901
3989,-749737.802778,901
3990,-749737.802778,901
3991,-749737.802778,901
3992,-749737.802778,901
3993,-749737.802778,901
3994,-749737.802778,901
3995,-749737.802778,901
3996,-749737.802778,901
3997,-749737.802778,901
3998,-749737.802778,901
3999,-749737.802778,901
4000,-749737.802778,901
4001,-749737.802778,901
4002,-749737.802778,901
4003,-749737.802778,901
4004,-749737.802778,901
4005,-749737.802778,901
4006,-749737.802778,901
4007,-749737.802778,901
4008,-749737.802778,901
4009,-749737.802778,901
4010,-749737.802778,901
4011,-749737.802778,901
4012,-749737.802778,901
4013,-749737.802778,901
4014,-749737.802778,901
4015,-749737.802778,901
4016,-749737.802778,901
4017,-749737.802778,901
4018,-749737.802778,901
4019,-749737.802778,901
4020,-749737.802778,901
4021,-749737.802778,901
4022,-749737.802778,901
4023,-749737.802778,901
4024,-749737.802778,901
4025,-749737.802778,901
4026,-749737.802778,901
4027,-749737.802778,901
4028,-749737.802778,901
4029,-749737.802778,901
4030,-749737.802778,901
4031,-749737.802778,901
4032,-749737.802778,901
4033,-749737.802778,901
4034,-749737.802778,901
4035,-749737.802778,901
4036,-749737.802778,901
4037,-749737.802778,901
4038,-749737.802778,901
4039,-749737.802778,901
4040,-749737.802778,901
4041,-749737.802778,901
4042,-749737.802778,901
4043,-749737.802778,901
4044,-749737.802778,901
4045,-749737.802778,901
4046,-749737.802778,901
4047,-749737.802778,901
4048,-749737.802778,901
4049,-749737.802778,901
4050,-749737.802778,901
4051,-749737.802778,901
4052,-749737.802778,901
4053,-749737.802778,901
4054,-749737.802778,901
4055,-749737.802778,901
4056,-749737.802778,901
4057,-749737.802778,901
4058,-749737.802778,901
4059,-749737.802778,901
4060,-749737.802778,901
4061,-749737.802778,901
4062,-749737.802778,901
4063,-749737.802778,901
4064,-749737.802778,901
4065,-749737.802778,901
4066,-749737.802778,901
4067,-749737.802778,901
4068,-749737.802778,901
4069,-749737.802778,901
4070,-749737.802778,901
4071,-749737.802778,901
4072,-749737.802778,901
4073,-749737.802778,901
4074,-749737.802778,901
4075,-749737.802778,901
4076,-749737.802778,901
4077,-749737.802778,901
4078,-749737.802778,901
4079,-749737.802778,901
4080,-749737.802778,901
4081,-749737.802778,901
4082,-749737.802778,901
4083,-749737.802778,901
4084,-749737.802778,901
4085,-749737.802778,901
4086,-749737.802778,901
4087,-749737.802778,901
4088,-749737.802778,901
4089,-749737.802778,901
4090,-749737.802778,901
4091,-749737.802778,901
4092,-749737.802778,901
4093,-749737.802778,901
4094,-749737.802778,901
4095,-749737.802778,901
4096,-749737.802778,901
4097,-749737.802778,901
4098,-749737.802778,901
4099,-749737.802778,901
4100,-749737.802778,901
4101,-749737.802778,901
4102,-749737.802778,901
4103,-749737.802778,901
4104,-749737.802778,901
4105,-749737.802778,901
4106,-749737.802778,901
4107,-749737.802778,901
4108,-749737.802778,901
4109,-749737.802778,901
4110,-749737.802778,901
4111,-749737.802778,901
4112,-749737.802778,901
4113,-749737.802778,901
4114,-749737.802778,901
4115,-749737.802778,901
4116,-749737.802778,901
4117,-749737.802778,901
4118,-749737.802778,901
4119,-749737.802778,901
4120,-749737.802778,901
4121,-749737.802778,901
4122,-749737.802778,901
4123,-749737.802778,901
4124,-749737.802778,901
4125,-749737.802778,901
4126,-749737.802778,901
4127,-749737.802778,901
4128,-749737.802778,901
4129,-749737.802778,901
4130,-749737.802778,901
4131,-749737.802778,901
4132,-749737.802778,901
4133,-749737.802778,901
4134,-749737.802778,901
4135,-749737.802778,901
4136,-749737.802778,901
4137,-749737.802778,901
4138,-749737.802778,901
4139,-749737.802778,901
4140,-749737.802778,901
4141,-749737.802778,901
4142,-749737.802778,901
4143,-749737.802778,901
4144,-749737.802778,901
4145,-749737.802778,901
4146,-749737.802778,901
4147,-749737.802778,901
4148,-749737.802778,901
4149,-749737.802778,901
4150,-749737.802778,901
4151,-749737.802778,901
4152,-749737.802778,901
4153,-749737.802778,901
4154,-749737.802778,901
4155,-749737.802778,901
4156,-749737.802778,901
4157,-749737.802778,901
4158,-749737.802778,901
4159,-749737.802778,901
4160,-749737.802778,901
4161,-749737.802778,901
4162,-749737.802778,901
4163,-749737.802778,901
4164,-749737.802778,901
4165,-749737.802778,901
4166,-749737.802778,901
4167,-749737.802778,901
4168,-749737.802778,901
4169,-749737.802778,901
4170,-749737.802778,901
4171,-749737.802778,901
4172,-749737.802778,901
4173,-749737.802778,901
4174,-749737.802778,901
4175,-749737.802778,901
4176,-749737.802778,901
4177,-749737.802778,901
4178,-749737.802778,901
4179,-749737.802778,901
4180,-749737.802778,901
4181,-749737.802778,901
4182,-749737.802778,901
4183,-749737.802778,901
4184,-749737.802778,901
4185,-749737.802778,901
4186,-749737.802778,901
4187,-749737.802778,901
4188,-749737.802778,901
4189,-749737.802778,901
4190,-749737.802778,901
4191,-749737.802778,901
4192,-749737.802778,901
4193,-749737.802778,901
4194,-749737.802778,901
4195,-749737.802778,901
4196,-749737.802778,901
4197,-749737.802778,901
4198,-749737.802778,901
4199,-749737.802778,901
4200,-749737.802778,901
4201,-749737.802778,901
4202,-749737.802778,901
4203,-749737.802778,901
4204,-749737.802778,901
4205,-749737.802778,901
4206,-749737.802778,901
4207,-749737.802778,901
4208,-749737.802778,901
4209,-749737.802778,901
4210,-749737.802778,901
4211,-749737.802778,901
4212,-749737.802778,901
4213,-749737.802778,901
4214,-749737.802778,901
4215,-749737.802778,901
4216,-749737.802778,901
4217,-749737.802778,901
4218,-749737.802778,901
4219,-749737.802778,901
4220,-749737.802778,901
4221,-749737.802778,901
4222,-749737.802778,901
4223,-749737.802778,901
4224,-749737.802778,901
4225,-749737.802778,901
4226,-749737.802778,901
4227,-749737.802778,901
4228,-749737.802778,901
4229,-749737.802778,901
4230,-749737.802778,901
4231,-749737.802778,901
4232,-749737.802778,901
4233,-749737.802778,901
4234,-749737.802778,901
4235,-749737.802778,901
4236,-749737.802778,901
4237,-749737.802778,901
4238,-749737.802778,901
4239,-749737.802778,901
4240,-749737.802778,901
4241,-749737.802778,901
4242,-749737.802778,901
4243,-749737.802778,901
4244,-749737.802778,901
4245,-749737.802778,901
4246,-749737.802778,901
4247,-749737.802778,901
4248,-749737.802778,901
4249,-749737.802778,901
4250,-749737.802778,901
4251,-749737.802778,901
4252,-749737.802778,901
4253,-749737.802778,901
4254,-749737.802778,901
4255,-749737.802778,901
4256,-749737.802778,901
4257,-749737.802778,901
4258,-749737.802778,901
4259,-749737.802778,901
4260,-749737.802778,901
4261,-749737.802778,901
4262,-749737.802778,901
4263,-749737.802778,901
4264,-749737.802778,901
4265,-749737.802778,901
4266,-749737.802778,901
4267,-749737.802778,901
4268,-749737.802778,901
4269,-749737.802778,901
4270,-749737.802778,901
4271,-749737.802778,901
4272,-749737.802778,901
4273,-749737.802778,901
4274,-749737.802778,901
4275,-749737.802778,901
4276,-749737.802778,901
4277,-749737.802778,901
4278,-749737.802778,901
4279,-749737.802778,901
4280,-749737.802778,901
4281,-749737.802778,901
4282,-749737.802778,901
4283,-749737.802778,901
4284,-749737.802778,901
4285,-749737.802778,901
4286,-749737.802778,901
4287,-749737.802778,901
4288,-749737.802778,901
4289,-749737.802778,901
4290,-749737.802778,901
4291,-749737.802778,901
4292,-749737.802778,901
4293,-749737.802778,901
4294,-749737.802778,901
4295,-749737.802778,901
4296,-749737.802778,901
4297,-749737.802778,901
4298,-749737.802778,901
4299,-749737.802778,901
4300,-749737.802778,901
4301,-749737.802778,901
4302,-749737.802778,901
4303,-749737.802778,901
4304,-749737.802778,901
4305,-749737.802778,901
4306,-749737.802778,901
4307,-749737.802778,901
4308,-749737.802778,901
4309,-749737.802778,901
4310,-749737.802778,901
4311,-749737.802778,901
4312,-749737.802778,901
4313,-749737.802778,901
4314,-749737.802778,901
4315,-749737.802778,901
4316,-749737.802778,901
4317,-749737.802778,901
4318,-749737.802778,901
4319,-749737.802778,901
4320,-749737.802778,901
4321,-749737.802778,901
4322,-749737.802778,901
4323,-749737.802778,901
4324,-749737.802778,901
4325,-749737.802778,901
4326,-749737.802778,901
4327,-749737.802778,901
4328,-749737.802778,901
4329,-749737.802778,901
4330,-749737.802778,901
4331,-749737.802778,901
4332,-749737.802778,901
4333,-749737.802778,901
4334,-749737.802778,901
4335,-749737.802778,901
4336,-749737.802778,901
4337,-749737.802778,901
4338,-749737.802778,901
4339,-749737.802778,901
4340,-749737.802778,901
4341,-749737.802778,901
4342,-749737.802778,901
4343,-749737.802778,901
4344,-749737.802778,901
4345,-749737.802778,901
4346,-749737.802778,901
4347,-749737.802778,901
4348,-749737.802778,901
4349,-749737.802778,901
4350,-749737.802778,901
4351,-749737.802778,901
4352,-749737.802778,901
4353,-749737.802778,901
4354,-749737.802778,901
4355,-749737.802778,901
4356,-749737.802778,901
4357,-749737.802778,901
4358,-749737.802778,901
4359,-749737.802778,901
4360,-749737.802778,901
4361,-749737.802778,901
4362,-749737.802778,901
4363,-749737.802778,901
4364,-749737.802778,901
4365,-749737.802778,901
4366,-749737.802778,901
4367,-749737.802778,901
4368,-749737.802778,901
4369,-749737.802778,901
4370,-749737.802778,901
4371,-749737.802778,901
4372,-749737.802778,901
4373,-749737.802778,901
4374,-749737.802778,901
4375,-749737.802778,901
4376,-749737.802778,901
4377,-749737.802778,901
4378,-749737.802778,901
4379,-749737.802778,901
4380,-749737.802778,901
4381,-749737.802778,901
4382,-749737.802778,901
4383,-749737.802778,901
4384,-749737.802778,901
4385,-749737.802778,901
4386,-749737.802778,901
4387,-749737.802778,901
4388,-749737.802778,901
4389,-749737.802778,901
4390,-749737.802778,901
4391,-749737.802778,901
4392,-749737.802778,901
4393,-749737.802778,901
4394,-749737.802778,901
4395,-749737.802778,901
4396,-749737.802778,901
4397,-749737.802778,901
4398,-749737.802778,901
4399,-749737.802778,901
4400,-749737.802778,901
4401,-749737.802778,901
4402,-749737.802778,901
4403,-749737.802778,901
4404,-749737.802778,901
4405,-749737.802778,901
4406,-749737.802778,901
4407,-749737.802778,901
4408,-749737.802778,901
4409,-749737.802778,901
4410,-749737.802778,901
4411,-749737.802778,901
4412,-749737.802778,901
4413,-749737.802778,901
4414,-749737.802778,901
4415,-749737.802778,901
4416,-749737.802778,901
4417,-749737.802778,901
4418,-749737.802778,901
4419,-749737.802778,901
4420,-749737.802778,901
4421,-749737.802778,901
4422,-749737.802778,901
4423,-749737.802778,901
4424,-749737.802778,901
4425,-749737.802778,901
4426,-749737.802778,901
4427,-749737.802778,901
4428,-749737.802778,901
4429,-749737.802778,901
4430,-749737.802778,901
4431,-749737.802778,901
4432,-749737.802778,901
4433,-749737.802778,901
4434,-749737.802778,901
4435,-749737.802778,901
4436,-749737.802778,901
4437,-749737.802778,901
4438,-749737.802778,901
4439,-749737.802778,901
4440,-749737.802778,901
4441,-749737.802778,901
4442,-749737.802778,901
4443,-749737.802778,901
4444,-749737.802778,901
4445,-749737.802778,901
4446,-749737.802778,901
4447,-749737.802778,901
4448,-749737.802778,901
4449,-749737.802778,901
4450,-749737.802778,901
4451,-749737.802778,901
4452,-749737.802778,901
4453,-749737.802778,901
4454,-749737.802778,901
4455,-749737.802778,901
4456,-749737.802778,901
4457,-749737.802778,901
4458,-749737.802778,901
4459,-749737.802778,901
4460,-749737.802778,901
4461,-749737.802778,901
4462,-749737.802778,901
4463,-749737.802778,901
4464,-749737.802778,901
4465,-749737.802778,901
4466,-749737.802778,901
4467,-749737.802778,901
4468,-749737.802778,901
4469,-749737.802778,901
4470,-749737.802778,901
4471,-749737.802778,901
4472,-749737.802778,901
4473,-749737.802778,901
4474,-749737.802778,901
4475,-749737.802778,901
4476,-749737.802778,901
4477,-749737.802778,901
4478,-749737.802778,901
4479,-749737.802778,901
4480,-749737.802778,901
4481,-749737.802778,901
4482,-749737.802778,901
4483,-749737.802778,901
4484,-749737.802778,901
4485,-749737.802778,901
4486,-749737.802778,901
4487,-749737.802778,901
4488,-749737.802778,901
4489,-749737.802778,901
4490,-749737.802778,901
4491,-749737.802778,901
4492,-749737.802778,901
4493,-749737.802778,901
4494,-749737.802778,901
4495,-749737.802778,901
4496,-749737.802778,901
4497,-749737.802778,901
4498,-749737.802778,901
4499,-749737.802778,901
4500,-749737.802778,901
4501,-749737.802778,901
4502,-749737.802778,901
4503,-749737.802778,901
4504,-749737.802778,901
4505,-749737.802778,901
4506,-550496.913731,901
4507,-550496.913731,901
4508,-550496.913731,901
4509,-550496.913731,901
4510,-550496.913731,901
4511,-550496.913731,901
4512,-550496.913731,901
4513,-550496.913731,901
4514,-550496.913731,901
4515,-550496.913731,901
4516,-550496.913731,901
4517,-550496.913731,901
4518,-550496.913731,901
4519,-550496.913731,901
4520,-550496.913731,901
4521,-550496.913731,901
4522,-550496.913731,901
4523,-550496.913731,901
4524,-550496.913731,901
4525,-550496.913731,901
4526,-550496.913731,901
4527,-550496.913731,901
4528,-550496.913731,901
4529,-550496.913731,901
4530,-550496.913731,901
4531,-550496.913731,901
4532,-550496.913731,901
4533,-550496.913731,901
4534,-550496.913731,901
4535,-550496.913731,901
4536,-550496.913731,901
4537,-550496.913731,901
4538,-550496.913731,901
4539,-550496.913731,901
4540,-550496.913731,901
4541,-550496.913731,901
4542,-550496.913731,901
4543,-550496.913731,901
4544,-550496.913731,901
4545,-550496.913731,901
4546,-550496.913731,901
4547,-550496.913731,901
4548,-550496.913731,901
4549,-550496.913731,901
4550,-550496.913731,901
4551,-550496.913731,901
4552,-550496.913731,901
4553,-550496.913731,901
4554,-550496.913731,901
4555,-550496.913731,901
4556,-550496.913731,901
4557,-550496.913731,901
4558,-550496.913731,901
4559,-550496.913731,901
4560,-550496.913731,901
4561,-550496.913731,901
4562,-550496.913731,901
4563,-550496.913731,901
4564,-550496.913731,901
4565,-550496.913731,901
4566,-550496.913731,901
4567,-550496.913731,901
4568,-550496.913731,901
4569,-550496.913731,901
4570,-550496.913731,901
4571,-550496.913731,901
4572,-550496.913731,901
4573,-550496.913731,901
4574,-550496.913731,901
4575,-550496.913731,901
4576,-550496.913731,901
4577,-550496.913731,901
4578,-550496.913731,901
4579,-550496.913731,901
4580,-550496.913731,901
4581,-550496.913731,901
4582,-550496.913731,901
4583,-550496.913731,901
4584,-550496.913731,901
4585,-550496.913731,901
4586,-550496.913731,901
4587,-550496.913731,901
4588,-550496.913731,901
4589,-550496.913731,901
4590,-550496.913731,901
4591,-550496.913731,901
4592,-550496.913731,901
4593,-550496.913731,901
4594,-550496.913731,901
4595,-550496.913731,901
4596,-550496.913731,901
4597,-550496.913731,901
4598,-550496.913731,901
4599,-550496.913731,901
4600,-550496.913731,901
4601,-550496.913731,901
4602,-550496.913731,901
4603,-550496.913731,901
4604,-550496.913731,901
4605,-550496.913731,901
4606,-550496.913731,901
4607,-550496.913731,901
4608,-550496.913731,901
4609,-550496.913731,901
4610,-550496.913731,901
4611,-550496.913731,901
4612,-550496.913731,901
4613,-550496.913731,901
4614,-550496.913731,901
4615,-550496.913731,901
4616,-550496.913731,901
4617,-550496.913731,901
4618,-550496.913731,901
4619,-550496.913731,901
4620,-550496.913731,901
4621,-550496.913731,901
4622,-550496.913731,901
4623,-550496.913731,901
4624,-550496.913731,901
4625,-550496.913731,901
4626,-550496.913731,901
4627,-550496.913731,901
4628,-550496.913731,901
4629,-550496.913731,901
4630,-550496.913731,901
4631,-550496.913731,901
4632,-550496.913731,901
4633,-550496.913731,901
4634,-550496.913731,901
4635,-550496.913731,901
4636,-550496.913731,901
4637,-550496.913731,901
4638,-550496.913731,901
4639,-550496.913731,901
4640,-550496.913731,901
4641,-550496.913731,901
4642,-550496.913731,901
4643,-550496.913731,901
4644,-550496.913731,901
4645,-550496.913731,901
4646,-550496.913731,901
4647,-550496.913731,901
4648,-550496.913731,901
4649,-550496.913731,901
4650,-550496.913731,901
4651,-550496.913731,901
4652,-550496.913731,901
4653,-550496.913731,901
4654,-550496.913731,901
4655,-550496.913731,901
4656,-550496.913731,901
4657,-550496.913731,901
4658,-550496.913731,901
4659,-550496.913731,901
4660,-550496.913731,901
4661,-550496.913731,901
4662,-550496.913731,901
4663,-550496.913731,901
4664,-550496.913731,901
4665,-550496.913731,901
4666,-550496.913731,901
4667,-550496.913731,901
4668,-550496.913731,901
4669,-550496.913731,901
4670,-550496.913731,901
4671,-550496.913731,901
4672,-550496.913731,901
4673,-550496.913731,901
4674,-550496.913731,901
4675,-550496.913731,901
4676,-550496.913731,901
4677,-550496.913731,901
4678,-550496.913731,901
4679,-550496.913731,901
4680,-550496.913731,901
4681,-550496.913731,901
4682,-550496.913731,901
4683,-550496.913731,901
4684,-550496.913731,901
4685,-550496.913731,901
4686,-550496.913731,901
4687,-550496.913731,901
4688,-550496.913731,901
4689,-550496.913731,901
4690,-550496.913731,901
4691,-550496.913731,901
4692,-550496.913731,901
4693,-550496.913731,901
4694,-550496.913731,901
4695,-550496.913731,901
4696,-550496.913731,901
4697,-550496.913731,901
4698,-550496.913731,901
4699,-550496.913731,901
4700,-550496.913731,901
4701,-550496.913731,901
4702,-550496.913731,901
4703,-550496.913731,901
4704,-550496.913731,901
4705,-550496.913731,901
4706,-550496.913731,901
4707,-550496.913731,901
4708,-550496.913731,901
4709,-550496.913731,901
4710,-550496.913731,901
4711,-550496.913731,901
4712,-550496.913731,901
4713,-550496.913731,901
4714,-550496.913731,901
4715,-550496.913731,901
4716,-550496.913731,901
4717,-550496.913731,901
4718,-550496.913731,901
4719,-550496.913731,901
4720,-550496.913731,901
4721,-550496.913731,901
4722,-550496.913731,901
4723,-550496.913731,901
4724,-550496.913731,901
4725,-550496.913731,901
4726,-550496.913731,901
4727,-550496.913731,901
4728,-550496.913731,901
4729,-550496.913731,901
4730,-550496.913731,901
4731,-550496.913731,901
4732,-550496.913731,901
4733,-550496.913731,901
4734,-550496.913731,901
4735,-550496.913731,901
4736,-550496.913731,901
4737,-550496.913731,901
4738,-550496.913731,901
4739,-550496.913731,901
4740,-550496.913731,901
4741,-550496.913731,901
4742,-550496.913731,901
4743,-550496.913731,901
4744,-550496.913731,901
4745,-550496.913731,901
4746,-550496.913731,901
4747,-550496.913731,901
4748,-550496.913731,901
4749,-550496.913731,901
4750,-550496.913731,901
4751,-550496.913731,901
4752,-550496.913731,901
4753,-550496.913731,901
4754,-550496.913731,901
4755,-550496.913731,901
4756,-550496.913731,901
4757,-550496.913731,901
4758,-550496.913731,901
4759,-550496.913731,901
4760,-550496.913731,901
4761,-550496.913731,901
4762,-550496.913731,901
4763,-550496.913731,901
4764,-550496.913731,901
4765,-550496.913731,901
4766,-550496.913731,901
4767,-550496.913731,901
4768,-550496.913731,901
4769,-550496.913731,901
4770,-550496.913731,901
4771,-550496.913731,901
4772,-550496.913731,901
4773,-550496.913731,901
4774,-550496.913731,901
4775,-550496.913731,901
4776,-550496.913731,901
4777,-550496.913731,901
4778,-550496.913731,901
4779,-550496.913731,901
4780,-550496.913731,901
4781,-550496.913731,901
4782,-550496.913731,901
4783,-550496.913731,901
4784,-550496.913731,901
4785,-550496.913731,901
4786,-550496.913731,901
4787,-550496.913731,901
4788,-550496.913731,901
4789,-550496.913731,901
4790,-550496.913731,901
4791,-550496.913731,901
4792,-550496.913731,901
4793,-550496.913731,901
4794,-550496.913731,901
4795,-550496.913731,901
4796,-550496.913731,901
4797,-550496.913731,901
4798,-550496.913731,901
4799,-550496.913731,901
4800,-550496.913731,901
4801,-550496.913731,901
4802,-550496.913731,901
4803,-550496.913731,901
4804,-550496.913731,901
4805,-550496.913731,901
4806,-550496.913731,901
4807,-550496.913731,901
4808,-550496.913731,901
4809,-550496.913731,901
4810,-550496.913731,901
4811,-550496.913731,901
4812,-550496.913731,901
4813,-550496.913731,901
4814,-550496.913731,901
4815,-550496.913731,901
4816,-550496.913731,901
4817,-550496.913731,901
4818,-550496.913731,901
4819,-550496.913731,901
4820,-550496.913731,901
4821,-550496.913731,901
4822,-550496.913731,901
4823,-550496.913731,901
4824,-550496.913731,901
4825,-550496.913731,901
4826,-550496.913731,901
4827,-550496.913731,901
4828,-550496.913731,901
4829,-550496.913731,901
4830,-550496.913731,901
4831,-550496.913731,901
4832,-550496.913731,901
4833,-550496.913731,901
4834,-550496.913731,901
4835,-550496.913731,901
4836,-550496.913731,901
4837,-550496.913731,901
4838,-550496.913731,901
4839,-550496.913731,901
4840,-550496.913731,901
4841,-550496.913731,901
4842,-550496.913731,901
4843,-550496.913731,901
4844,-550496.913731,901
4845,-550496.913731,901
4846,-550496.913731,901
4847,-550496.913731,901
4848,-550496.913731,901
4849,-550496.913731,901
4850,-550496.913731,901
4851,-550496.913731,901
4852,-550496.913731,901
4853,-550496.913731,901
4854,-550496.913731,901
4855,-550496.913731,901
4856,-550496.913731,901
4857,-550496.913731,901
4858,-550496.913731,901
4859,-550496.913731,901
4860,-550496.913731,901
4861,-550496.913731,901
4862,-550496.913731,901
4863,-550496.913731,901
4864,-550496.913731,901
4865,-550496.913731,901
4866,-550496.913731,901
4867,-550496.913731,901
4868,-550496.913731,901
4869,-550496.913731,901
4870,-550496.913731,901
4871,-550496.913731,901
4872,-550496.913731,901
4873,-550496.913731,901
4874,-550496.913731,901
4875,-550496.913731,901
4876,-550496.913731,901
4877,-550496.913731,901
4878,-550496.913731,901
4879,-550496.913731,901
4880,-550496.913731,901
4881,-550496.913731,901
4882,-550496.913731,901
4883,-550496.913731,901
4884,-550496.913731,901
4885,-550496.913731,901
4886,-550496.913731,901
4887,-550496.913731,901
4888,-550496.913731,901
4889,-550496.913731,901
4890,-550496.913731,901
4891,-550496.913731,901
4892,-550496.913731,901
4893,-550496.913731,901
4894,-550496.913731,901
4895,-550496.913731,901
4896,-550496.913731,901
4897,-550496.913731,901
4898,-550496.913731,901
4899,-550496.913731,901
4900,-550496.913731,901
4901,-550496.913731,901
4902,-550496.913731,901
4903,-550496.913731,901
4904,-550496.913731,901
4905,-550496.913731,901
4906,-550496.913731,901
4907,-550496.913731,901
4908,-550496.913731,901
4909,-550496.913731,901
4910,-550496.913731,901
4911,-550496.913731,901
4912,-550496.913731,901
4913,-550496.913731,901
4914,-550496.913731,901
4915,-550496.913731,901
4916,-550496.913731,901
4917,-550496.913731,901
4918,-550496.913731,901
4919,-550496.913731,901
4920,-550496.913731,901
4921,-550496.913731,901
4922,-550496.913731,901
4923,-550496.913731,901
4924,-550496.913731,901
4925,-550496.913731,901
4926,-550496.913731,901
4927,-550496.913731,901
4928,-550496.913731,901
4929,-550496.913731,901
